position_id,game_id,ply_index,fullmove_number,side_to_move,white,black,white_elo,black_elo,complexity_score,image_path,actual_move_uci,actual_move_san,budget_count,best_move_path,best_move_switch_count,unique_best_move_count,best_score_min_cp,best_score_max_cp,best_score_mean_cp,best_score_range_cp,adjacent_top3_overlap_min,adjacent_top3_overlap_mean,adjacent_top5_overlap_min,adjacent_top5_overlap_mean,best_pv_prefix_min_plies,best_pv_prefix_mean_plies,actual_move_present_budget_count,actual_move_rank_min,actual_move_rank_max,actual_move_rank_mean,actual_move_rank_range,actual_move_rank_path
j83hSepE_ply_18,j83hSepE,18,10,white,blackmeta,SrPinguin,1600,1688,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/j83hSepE_ply_18.png,b2b4,b4,6,50ms:Bf4 | 200ms:Bf4 | 1000ms:Nbd2 | 5000ms:O-O | 15000ms:O-O | 60000ms:Nbd2,3,3,-5,6,1.3333,11,0.5,0.5,0.4286,0.4762,0,1.2,0,,,,,50ms:>10 | 200ms:>10 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
j83hSepE_ply_19,j83hSepE,19,10,black,blackmeta,SrPinguin,1600,1688,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/j83hSepE_ply_19.png,f8e7,Be7,6,50ms:Rc8 | 200ms:Bd6 | 1000ms:Bd6 | 5000ms:Rc8 | 15000ms:Ne4 | 60000ms:Ne4,3,3,47,72,59.8333,25,0.5,0.9,0.6667,0.6667,0,0.6,6,4,8,5.8333,4,50ms:5 | 200ms:8 | 1000ms:5 | 5000ms:6 | 15000ms:4 | 60000ms:7
j83hSepE_ply_20,j83hSepE,20,11,white,blackmeta,SrPinguin,1600,1688,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/j83hSepE_ply_20.png,a4a5,a5,6,50ms:Qd3 | 200ms:Qb3 | 1000ms:O-O | 5000ms:O-O | 15000ms:a5 | 60000ms:a5,3,4,-51,-32,-43.1667,19,0.5,0.8,0.6667,0.8,0,0.8,6,1,5,2.8333,4,50ms:5 | 200ms:5 | 1000ms:2 | 5000ms:3 | 15000ms:1 | 60000ms:1
j83hSepE_ply_21,j83hSepE,21,11,black,blackmeta,SrPinguin,1600,1688,43,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/j83hSepE_ply_21.png,a7a6,a6,6,50ms:O-O | 200ms:Rc8 | 1000ms:Rc8 | 5000ms:Ne4 | 15000ms:Ne4 | 60000ms:Ne4,2,3,44,53,47.5,9,0.2,0.54,0.6667,0.8,0,1.4,6,2,5,4,3,50ms:2 | 200ms:5 | 1000ms:2 | 5000ms:5 | 15000ms:5 | 60000ms:5
j83hSepE_ply_22,j83hSepE,22,12,white,blackmeta,SrPinguin,1600,1688,64,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/j83hSepE_ply_22.png,c1g5,Bg5,6,50ms:O-O | 200ms:Nbd2 | 1000ms:O-O | 5000ms:O-O | 15000ms:O-O | 60000ms:O-O,2,2,-47,-34,-38.3333,13,0.5,0.6,0.4286,0.6857,0,0.8,6,5,8,6.5,3,50ms:7 | 200ms:8 | 1000ms:8 | 5000ms:5 | 15000ms:6 | 60000ms:5
j83hSepE_ply_23,j83hSepE,23,12,black,blackmeta,SrPinguin,1600,1688,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/j83hSepE_ply_23.png,f6e4,Ne4,6,50ms:Qc7 | 200ms:Ne4 | 1000ms:Ne4 | 5000ms:Ne4 | 15000ms:Ne4 | 60000ms:Ne4,1,2,57,88,67.1667,31,0.5,0.8,0.6667,0.9333,0,3,6,1,2,1.1667,1,50ms:2 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
j83hSepE_ply_24,j83hSepE,24,13,white,blackmeta,SrPinguin,1600,1688,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/j83hSepE_ply_24.png,g5f4,Bf4,6,50ms:Bxe7 | 200ms:Bxe7 | 1000ms:Bxe7 | 5000ms:Bxe7 | 15000ms:Bxe7 | 60000ms:Bxe7,0,1,-80,-58,-69.6667,22,1.0,1.0,1.0,1.0,1,2,6,4,5,4.1667,1,50ms:4 | 200ms:4 | 1000ms:4 | 5000ms:4 | 15000ms:5 | 60000ms:4
j83hSepE_ply_25,j83hSepE,25,13,black,blackmeta,SrPinguin,1600,1688,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/j83hSepE_ply_25.png,g6g5,g5,6,50ms:g5 | 200ms:g5 | 1000ms:g5 | 5000ms:g5 | 15000ms:g5 | 60000ms:g5,0,1,153,168,159.8333,15,0.5,0.6,0.6667,0.8,1,2.4,6,1,1,1,0,50ms:1 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
j83hSepE_ply_26,j83hSepE,26,14,white,blackmeta,SrPinguin,1600,1688,29,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/j83hSepE_ply_26.png,f4e5,Be5,6,50ms:Bh2 | 200ms:Bh2 | 1000ms:Bh2 | 5000ms:Be3 | 15000ms:Be3 | 60000ms:Bc1,2,3,-183,-141,-161.5,42,1.0,1.0,1.0,1.0,0,1,6,4,5,4.6667,1,50ms:4 | 200ms:5 | 1000ms:4 | 5000ms:5 | 15000ms:5 | 60000ms:5
j83hSepE_ply_27,j83hSepE,27,14,black,blackmeta,SrPinguin,1600,1688,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/j83hSepE_ply_27.png,f7f6,f6,6,50ms:g4 | 200ms:g4 | 1000ms:g4 | 5000ms:g4 | 15000ms:g4 | 60000ms:f5,1,2,192,255,236,63,0.5,0.8,0.4286,0.6381,0,3.4,6,3,8,4.5,5,50ms:3 | 200ms:8 | 1000ms:4 | 5000ms:4 | 15000ms:4 | 60000ms:4
