position_id,game_id,ply_index,fullmove_number,side_to_move,white,black,white_elo,black_elo,complexity_score,image_path,actual_move_uci,actual_move_san,budget_count,best_move_path,best_move_switch_count,unique_best_move_count,best_score_min_cp,best_score_max_cp,best_score_mean_cp,best_score_range_cp,adjacent_top3_overlap_min,adjacent_top3_overlap_mean,adjacent_top5_overlap_min,adjacent_top5_overlap_mean,best_pv_prefix_min_plies,best_pv_prefix_mean_plies,actual_move_present_budget_count,actual_move_rank_min,actual_move_rank_max,actual_move_rank_mean,actual_move_rank_range,actual_move_rank_path
5NtMrs6m_ply_28,5NtMrs6m,28,15,white,edu017-ke,VLAD339,1725,1696,30,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_28.png,b1d2,Nbd2,6,50ms:Nbd2 | 200ms:Nbd2 | 1000ms:Nbd2 | 5000ms:h4 | 15000ms:Nbd2 | 60000ms:Nbd2,2,2,-404,-344,-379,60,0.5,0.9,0.4286,0.5238,0,2,6,1,2,1.1667,1,50ms:1 | 200ms:1 | 1000ms:1 | 5000ms:2 | 15000ms:1 | 60000ms:1
5NtMrs6m_ply_29,5NtMrs6m,29,15,black,edu017-ke,VLAD339,1725,1696,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_29.png,c8b7,Bb7,6,50ms:Bb7 | 200ms:Bb7 | 1000ms:Nce5 | 5000ms:Bb7 | 15000ms:Bb7 | 60000ms:Bb7,2,2,370,444,399.8333,74,0.5,0.8,0.25,0.7167,0,0.6,6,1,2,1.1667,1,50ms:1 | 200ms:1 | 1000ms:2 | 5000ms:1 | 15000ms:1 | 60000ms:1
5NtMrs6m_ply_30,5NtMrs6m,30,16,white,edu017-ke,VLAD339,1725,1696,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_30.png,d2c4,Nc4,6,50ms:Ne4 | 200ms:h4 | 1000ms:h4 | 5000ms:Rc1 | 15000ms:Rc1 | 60000ms:h4,3,3,-402,-335,-362.5,67,0.0,0.64,0.25,0.5548,0,1.2,3,7,10,8.3333,3,50ms:>10 | 200ms:>10 | 1000ms:>10 | 5000ms:10 | 15000ms:7 | 60000ms:8
5NtMrs6m_ply_31,5NtMrs6m,31,16,black,edu017-ke,VLAD339,1725,1696,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_31.png,d8e7,Qe7,6,50ms:Rc8 | 200ms:Na5 | 1000ms:Na5 | 5000ms:Rc5 | 15000ms:Rc5 | 60000ms:Rc8,3,3,421,499,452.5,78,0.2,0.32,0.25,0.4048,0,0.4,6,2,8,5.3333,6,50ms:7 | 200ms:3 | 1000ms:4 | 5000ms:2 | 15000ms:8 | 60000ms:8
5NtMrs6m_ply_32,5NtMrs6m,32,17,white,edu017-ke,VLAD339,1725,1696,33,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_32.png,h2h3,h3,6,50ms:h4 | 200ms:a3 | 1000ms:h4 | 5000ms:h4 | 15000ms:h4 | 60000ms:h4,2,2,-420,-364,-395.5,56,0.2,0.38,0.25,0.5357,0,1,3,8,10,9.3333,2,50ms:>10 | 200ms:10 | 1000ms:10 | 5000ms:>10 | 15000ms:>10 | 60000ms:8
5NtMrs6m_ply_33,5NtMrs6m,33,17,black,edu017-ke,VLAD339,1725,1696,32,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_33.png,e8c8,O-O-O,6,50ms:Rc8 | 200ms:Na5 | 1000ms:Rc5 | 5000ms:Rc5 | 15000ms:Rc5 | 60000ms:Ba6,3,4,470,554,494.1667,84,0.2,0.58,0.25,0.65,0,0.4,5,4,8,6.2,4,50ms:>10 | 200ms:8 | 1000ms:6 | 5000ms:8 | 15000ms:5 | 60000ms:4
5NtMrs6m_ply_34,5NtMrs6m,34,18,white,edu017-ke,VLAD339,1725,1696,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_34.png,e1c1,O-O-O,6,50ms:a3 | 200ms:a3 | 1000ms:a3 | 5000ms:a3 | 15000ms:a3 | 60000ms:a3,0,1,-434,-383,-404.3333,51,0.2,0.38,0.1111,0.6889,1,1.8,0,,,,,50ms:>10 | 200ms:>10 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
5NtMrs6m_ply_35,5NtMrs6m,35,18,black,edu017-ke,VLAD339,1725,1696,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_35.png,d7d5,d5,6,50ms:Rc5 | 200ms:Rc5 | 1000ms:Rc5 | 5000ms:Rc5 | 15000ms:Rc5 | 60000ms:Rc5,0,1,536,573,552.3333,37,0.5,0.7,0.4286,0.5714,1,1.8,2,5,9,7,4,50ms:>10 | 200ms:9 | 1000ms:>10 | 5000ms:>10 | 15000ms:5 | 60000ms:>10
5NtMrs6m_ply_37,5NtMrs6m,37,19,black,edu017-ke,VLAD339,1725,1696,30,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_37.png,h5h7,Rh7,6,50ms:d4 | 200ms:d4 | 1000ms:d4 | 5000ms:d4 | 15000ms:d4 | 60000ms:d4,0,1,368,423,394.6667,55,0.5,0.7,0.6667,0.6667,2,2.8,6,4,8,5.6667,4,50ms:6 | 200ms:6 | 1000ms:5 | 5000ms:4 | 15000ms:5 | 60000ms:8
5NtMrs6m_ply_38,5NtMrs6m,38,20,white,edu017-ke,VLAD339,1725,1696,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_38.png,f3d4,Nd4,6,50ms:Kb1 | 200ms:h4 | 1000ms:h4 | 5000ms:g4 | 15000ms:h4 | 60000ms:h4,3,3,-337,-333,-335,4,0.5,0.9,0.6667,0.6667,0,1,6,5,10,7.6667,5,50ms:5 | 200ms:6 | 1000ms:10 | 5000ms:5 | 15000ms:10 | 60000ms:10
5NtMrs6m_ply_42,5NtMrs6m,42,22,white,edu017-ke,VLAD339,1725,1696,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_42.png,c1b1,Kb1,6,50ms:Ba7 | 200ms:Ba7 | 1000ms:Ba7 | 5000ms:f4 | 15000ms:h4 | 60000ms:Kb1,3,4,-342,-286,-321.1667,56,0.2,0.44,0.4286,0.619,0,0.4,6,1,3,2,2,50ms:3 | 200ms:2 | 1000ms:2 | 5000ms:2 | 15000ms:2 | 60000ms:1
5NtMrs6m_ply_43,5NtMrs6m,43,22,black,edu017-ke,VLAD339,1725,1696,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_43.png,c8b8,Kb8,6,50ms:Kb8 | 200ms:Kb8 | 1000ms:Kb8 | 5000ms:Kb8 | 15000ms:Kb8 | 60000ms:Kb8,0,1,343,366,353.6667,23,0.5,0.9,0.4286,0.6381,1,2.6,6,1,1,1,0,50ms:1 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
5NtMrs6m_ply_44,5NtMrs6m,44,23,white,edu017-ke,VLAD339,1725,1696,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_44.png,d1c1,Rc1,6,50ms:Nb3 | 200ms:h4 | 1000ms:f4 | 5000ms:f4 | 15000ms:f4 | 60000ms:f4,2,3,-374,-325,-343.6667,49,0.2,0.44,0.4286,0.6857,0,0.8,6,2,4,3.5,2,50ms:4 | 200ms:4 | 1000ms:3 | 5000ms:4 | 15000ms:2 | 60000ms:4
5NtMrs6m_ply_45,5NtMrs6m,45,23,black,edu017-ke,VLAD339,1725,1696,27,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_45.png,d8c8,Rc8,6,50ms:e5 | 200ms:e5 | 1000ms:e5 | 5000ms:e5 | 15000ms:e5 | 60000ms:e5,0,1,344,378,363.1667,34,1.0,1.0,0.6667,0.8667,4,5.4,6,2,3,2.1667,1,50ms:3 | 200ms:2 | 1000ms:2 | 5000ms:2 | 15000ms:2 | 60000ms:2
5NtMrs6m_ply_46,5NtMrs6m,46,24,white,edu017-ke,VLAD339,1725,1696,54,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_46.png,c2b3,Qb3,6,50ms:Qb3 | 200ms:Qa4 | 1000ms:Qb2 | 5000ms:Qa4 | 15000ms:Nb3 | 60000ms:f4,5,5,-341,-314,-326.3333,27,0.5,0.6,0.4286,0.6857,0,0,6,1,9,5.8333,8,50ms:1 | 200ms:8 | 1000ms:6 | 5000ms:9 | 15000ms:5 | 60000ms:6
5NtMrs6m_ply_47,5NtMrs6m,47,24,black,edu017-ke,VLAD339,1725,1696,43,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_47.png,e6e5,e5,6,50ms:Ka8 | 200ms:e5 | 1000ms:f6 | 5000ms:f6 | 15000ms:Ne5 | 60000ms:Ne5,3,4,355,432,381.8333,77,0.5,0.8,0.6667,0.7333,0,0.8,6,1,3,2.1667,2,50ms:3 | 200ms:1 | 1000ms:2 | 5000ms:3 | 15000ms:2 | 60000ms:2
5NtMrs6m_ply_48,5NtMrs6m,48,25,white,edu017-ke,VLAD339,1725,1696,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_48.png,d4c5,Bc5,6,50ms:Bc5 | 200ms:Bc5 | 1000ms:Bc5 | 5000ms:Bc5 | 15000ms:Bc5 | 60000ms:Bc5,0,1,-382,-311,-359.8333,71,0.2,0.84,0.6667,0.6667,1,5,6,1,1,1,0,50ms:1 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
5NtMrs6m_ply_51,5NtMrs6m,51,26,black,edu017-ke,VLAD339,1725,1696,21,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_51.png,h7h8,Rhh8,6,50ms:f5 | 200ms:Ka8 | 1000ms:Qb5 | 5000ms:Rh4 | 15000ms:Qb5 | 60000ms:Qb5,4,4,314,348,328.1667,34,0.5,0.6,0.4286,0.6381,0,0.6,6,5,10,8.6667,5,50ms:5 | 200ms:9 | 1000ms:8 | 5000ms:10 | 15000ms:10 | 60000ms:10
5NtMrs6m_ply_52,5NtMrs6m,52,27,white,edu017-ke,VLAD339,1725,1696,43,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_52.png,c1c2,Rc2,6,50ms:Ka1 | 200ms:Ka1 | 1000ms:Ka1 | 5000ms:Ka1 | 15000ms:Ka1 | 60000ms:Ka1,0,1,-294,-230,-257.6667,64,0.5,0.8,0.4286,0.619,1,2.6,6,2,6,4,4,50ms:3 | 200ms:2 | 1000ms:4 | 5000ms:4 | 15000ms:6 | 60000ms:5
5NtMrs6m_ply_53,5NtMrs6m,53,27,black,edu017-ke,VLAD339,1725,1696,32,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_53.png,a6a5,a5,6,50ms:Rh4 | 200ms:Qb5 | 1000ms:Qb5 | 5000ms:Qb5 | 15000ms:Qb5 | 60000ms:Qb5,1,2,295,328,316.5,33,0.2,0.44,0.6667,0.8667,0,3,6,4,7,6,3,50ms:6 | 200ms:4 | 1000ms:7 | 5000ms:6 | 15000ms:7 | 60000ms:6
5NtMrs6m_ply_54,5NtMrs6m,54,28,white,edu017-ke,VLAD339,1725,1696,37,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_54.png,b4b3,Qb3,6,50ms:Qa3 | 200ms:Qa3 | 1000ms:Qa3 | 5000ms:Qb2 | 15000ms:Qb3 | 60000ms:Qb2,3,3,-295,-190,-239,105,0.5,0.9,1.0,1.0,0,0.4,6,1,3,2.1667,2,50ms:2 | 200ms:2 | 1000ms:2 | 5000ms:3 | 15000ms:1 | 60000ms:3
5NtMrs6m_ply_55,5NtMrs6m,55,28,black,edu017-ke,VLAD339,1725,1696,48,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_55.png,e5e4,e4,6,50ms:Bd8 | 200ms:Bd8 | 1000ms:Ka8 | 5000ms:Ne7 | 15000ms:Nf8 | 60000ms:a4,4,5,268,321,281.8333,53,0.2,0.48,0.6667,0.7333,0,0.2,5,3,8,5.4,5,50ms:>10 | 200ms:4 | 1000ms:3 | 5000ms:8 | 15000ms:8 | 60000ms:4
5NtMrs6m_ply_56,5NtMrs6m,56,29,white,edu017-ke,VLAD339,1725,1696,28,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_56.png,c2b2,Rb2,6,50ms:f4 | 200ms:Rhc1 | 1000ms:f4 | 5000ms:Rd1 | 15000ms:Rhc1 | 60000ms:Rhc1,4,3,-290,-187,-242.8333,103,0.5,0.6,0.25,0.5357,0,1.2,6,4,7,5,3,50ms:4 | 200ms:4 | 1000ms:7 | 5000ms:5 | 15000ms:5 | 60000ms:5
5NtMrs6m_ply_57,5NtMrs6m,57,29,black,edu017-ke,VLAD339,1725,1696,38,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_57.png,c7e5,Be5,6,50ms:Be5 | 200ms:Be5 | 1000ms:Be5 | 5000ms:Be5 | 15000ms:Qc6 | 60000ms:Be5,2,2,266,317,287.3333,51,1.0,1.0,0.6667,0.8667,0,1.4,6,1,2,1.1667,1,50ms:1 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:2 | 60000ms:1
5NtMrs6m_ply_58,5NtMrs6m,58,30,white,edu017-ke,VLAD339,1725,1696,27,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/5NtMrs6m_ply_58.png,c5d4,Bd4,6,50ms:Bd4 | 200ms:Rc2 | 1000ms:Rc2 | 5000ms:Rc2 | 15000ms:Rc2 | 60000ms:Rc2,1,2,-341,-254,-297.3333,87,0.2,0.48,0.6667,0.6667,0,1.4,6,1,6,4.6667,5,50ms:1 | 200ms:5 | 1000ms:6 | 5000ms:5 | 15000ms:6 | 60000ms:5
70weslQ5_ply_18,70weslQ5,18,10,white,GVRamana55,TheBusiness724,1402,1396,41,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_18.png,f2f3,f3,6,50ms:Qc2 | 200ms:Qc2 | 1000ms:Qc2 | 5000ms:Qd3 | 15000ms:Ba3 | 60000ms:Qd3,3,3,288,407,365.8333,119,1.0,1.0,0.6667,0.7333,0,1.4,6,4,4,4,0,50ms:4 | 200ms:4 | 1000ms:4 | 5000ms:4 | 15000ms:4 | 60000ms:4
70weslQ5_ply_20,70weslQ5,20,11,white,GVRamana55,TheBusiness724,1402,1396,28,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_20.png,c1g5,Bxg5,6,50ms:f4 | 200ms:f4 | 1000ms:f4 | 5000ms:f4 | 15000ms:f4 | 60000ms:f4,0,1,318,400,356.1667,82,0.2,0.64,0.4286,0.6857,1,2.2,3,10,10,10,0,50ms:>10 | 200ms:>10 | 1000ms:>10 | 5000ms:10 | 15000ms:10 | 60000ms:10
70weslQ5_ply_22,70weslQ5,22,12,white,GVRamana55,TheBusiness724,1402,1396,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_22.png,e2g3,Ng3,6,50ms:Qc2 | 200ms:Qb3 | 1000ms:f4 | 5000ms:Qb3 | 15000ms:Qb3 | 60000ms:Qb3,3,3,239,307,266.3333,68,0.2,0.54,0.4286,0.5714,0,1.2,1,10,10,10,0,50ms:>10 | 200ms:10 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
70weslQ5_ply_23,70weslQ5,23,12,black,GVRamana55,TheBusiness724,1402,1396,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_23.png,d8e7,Qe7,6,50ms:Nc6 | 200ms:Qe7 | 1000ms:c5 | 5000ms:c5 | 15000ms:c5 | 60000ms:Nc6,3,3,-239,-171,-194.3333,68,0.0,0.5,0.4286,0.619,0,1.8,6,1,6,2.8333,5,50ms:6 | 200ms:1 | 1000ms:2 | 5000ms:3 | 15000ms:3 | 60000ms:2
70weslQ5_ply_24,70weslQ5,24,13,white,GVRamana55,TheBusiness724,1402,1396,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_24.png,g3e4,Ne4,6,50ms:Qc2 | 200ms:f4 | 1000ms:Qc2 | 5000ms:Qc2 | 15000ms:Qc2 | 60000ms:Bd3,3,3,202,244,230.5,42,0.0,0.48,0.25,0.4881,0,0.4,5,3,8,5.8,5,50ms:6 | 200ms:3 | 1000ms:>10 | 5000ms:7 | 15000ms:8 | 60000ms:5
70weslQ5_ply_26,70weslQ5,26,14,white,GVRamana55,TheBusiness724,1402,1396,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_26.png,c4d3,Bd3,6,50ms:f4 | 200ms:h4 | 1000ms:h4 | 5000ms:h4 | 15000ms:h4 | 60000ms:f4,2,2,216,251,235.1667,35,0.2,0.58,0.4286,0.619,0,2.6,3,4,9,6.3333,5,50ms:4 | 200ms:>10 | 1000ms:>10 | 5000ms:>10 | 15000ms:9 | 60000ms:6
70weslQ5_ply_28,70weslQ5,28,15,white,GVRamana55,TheBusiness724,1402,1396,33,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_28.png,d1c2,Qc2,6,50ms:Nc5 | 200ms:Nc5 | 1000ms:Nc5 | 5000ms:Nc5 | 15000ms:f4 | 60000ms:f4,1,2,219,289,260.5,70,0.5,0.6,0.4286,0.7048,0,2.6,1,10,10,10,0,50ms:10 | 200ms:>10 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
70weslQ5_ply_29,70weslQ5,29,15,black,GVRamana55,TheBusiness724,1402,1396,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_29.png,b8c6,Nc6,6,50ms:Bc6 | 200ms:Bc6 | 1000ms:Bc6 | 5000ms:Bc6 | 15000ms:Bc6 | 60000ms:Bc6,0,1,-142,-127,-136.3333,15,0.2,0.54,0.4286,0.619,1,1,3,2,8,5,6,50ms:2 | 200ms:5 | 1000ms:8 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
70weslQ5_ply_34,70weslQ5,34,18,white,GVRamana55,TheBusiness724,1402,1396,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_34.png,c2e2,Qe2,6,50ms:a4 | 200ms:Qe2 | 1000ms:Qe2 | 5000ms:Qe2 | 15000ms:Qe2 | 60000ms:Qe2,1,2,117,160,134,43,0.2,0.48,0.4286,0.5238,0,3.2,6,1,2,1.1667,1,50ms:2 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
70weslQ5_ply_35,70weslQ5,35,18,black,GVRamana55,TheBusiness724,1402,1396,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_35.png,a7a5,a5,6,50ms:Ne7 | 200ms:Ne7 | 1000ms:Ne7 | 5000ms:Ne7 | 15000ms:Ne7 | 60000ms:Ne7,0,1,-156,-132,-141.3333,24,0.5,0.8,0.4286,0.6857,1,3.8,1,9,9,9,0,50ms:9 | 200ms:>10 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
70weslQ5_ply_37,70weslQ5,37,19,black,GVRamana55,TheBusiness724,1402,1396,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_37.png,f8f5,Rf5,6,50ms:Ne7 | 200ms:Rf4 | 1000ms:Rf4 | 5000ms:Rae8 | 15000ms:Rae8 | 60000ms:Rf5,3,4,-508,-315,-463.1667,193,0.5,0.5,0.6667,0.8667,0,1.6,5,1,3,2,2,50ms:>10 | 200ms:3 | 1000ms:2 | 5000ms:2 | 15000ms:2 | 60000ms:1
70weslQ5_ply_38,70weslQ5,38,20,white,GVRamana55,TheBusiness724,1402,1396,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_38.png,g2g4,g4,6,50ms:Bb5 | 200ms:Bb5 | 1000ms:g4 | 5000ms:Bb5 | 15000ms:Bb5 | 60000ms:Bb5,2,2,467,544,513.8333,77,0.5,0.6,0.25,0.5548,0,0.6,6,1,6,3,5,50ms:3 | 200ms:3 | 1000ms:1 | 5000ms:3 | 15000ms:2 | 60000ms:6
70weslQ5_ply_44,70weslQ5,44,23,white,GVRamana55,TheBusiness724,1402,1396,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_44.png,h8a8,Qxa8,6,50ms:Qxa8 | 200ms:Qxa8 | 1000ms:Qxa8 | 5000ms:Qxa8 | 15000ms:Qxa8 | 60000ms:Qxa8,0,1,450,535,484.6667,85,1.0,1.0,0.4286,0.619,1,2,6,1,1,1,0,50ms:1 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
70weslQ5_ply_45,70weslQ5,45,23,black,GVRamana55,TheBusiness724,1402,1396,29,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_45.png,d7d5,Qd5,6,50ms:Nxe5 | 200ms:Nxe5 | 1000ms:Nxe5 | 5000ms:Nxe5 | 15000ms:Nxe5 | 60000ms:Nxe5,0,1,-544,-461,-505.6667,83,0.5,0.8,1.0,1.0,1,2.4,2,9,9,9,0,50ms:9 | 200ms:9 | 1000ms:>10 | 5000ms:>10 | 15000ms:>10 | 60000ms:>10
70weslQ5_ply_46,70weslQ5,46,24,white,GVRamana55,TheBusiness724,1402,1396,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_46.png,d3e4,Be4,6,50ms:Be4 | 200ms:Be4 | 1000ms:Be4 | 5000ms:Be4 | 15000ms:Be4 | 60000ms:Be4,0,1,598,756,694.1667,158,0.5,0.8,0.25,0.6024,1,1.8,6,1,1,1,0,50ms:1 | 200ms:1 | 1000ms:1 | 5000ms:1 | 15000ms:1 | 60000ms:1
70weslQ5_ply_47,70weslQ5,47,24,black,GVRamana55,TheBusiness724,1402,1396,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/70weslQ5_ply_47.png,d5c4,Qc4,6,50ms:Qxe4 | 200ms:Nb4 | 1000ms:Nb4 | 5000ms:Nb4 | 15000ms:Qd8 | 60000ms:Qd8,2,3,-797,-627,-731.6667,170,0.2,0.74,0.4286,0.7714,0,1.6,6,2,5,3,3,50ms:5 | 200ms:3 | 1000ms:3 | 5000ms:2 | 15000ms:2 | 60000ms:3
78cIwkOb_ply_26,78cIwkOb,26,14,white,ConradShrekChungus,pawngod,1252,1355,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/78cIwkOb_ply_26.png,d1f3,Qf3,6,50ms:Qh5 | 200ms:Qh5 | 1000ms:Qh5 | 5000ms:Qh5 | 15000ms:Qh5 | 60000ms:Qh5,0,1,157,183,168.3333,26,0.5,0.5,0.4286,0.6381,1,3.4,6,2,2,2,0,50ms:2 | 200ms:2 | 1000ms:2 | 5000ms:2 | 15000ms:2 | 60000ms:2
78cIwkOb_ply_27,78cIwkOb,27,14,black,ConradShrekChungus,pawngod,1252,1355,30,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/78cIwkOb_ply_27.png,c7c6,c6,6,50ms:c6 | 200ms:c6 | 1000ms:Rd8 | 5000ms:c6 | 15000ms:Rd8 | 60000ms:c6,4,2,-61,-41,-49.5,20,0.5,0.9,0.6667,0.8667,0,0.2,6,1,3,1.5,2,50ms:1 | 200ms:1 | 1000ms:2 | 5000ms:1 | 15000ms:3 | 60000ms:1
