position_id,game_id,ply_index,fullmove_number,side_to_move,player_elo,white,black,complexity_score,image_path,candidate_count,actual_move_uci,actual_move_san,actual_candidate_available,actual_realizability_score_v0,actual_maia_probability,actual_maia_rank,engine_best_uci,engine_best_san,engine_best_realizability_score_v0,engine_best_maia_probability,engine_best_maia_rank,top_realizability_uci,top_realizability_san,top_realizability_score_v0,actual_minus_engine_best_realizability,actual_matches_engine_best,actual_matches_top_realizability,actual_beats_engine_best
cokPKWIL_ply_40,cokPKWIL,40,21,white,1749,hamidzafarkhan,troutranger,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_40.png,3,a4b3,Bb3,True,52.69,0.8127,1,a4b3,Bb3,52.69,0.8127,1,a4b3,Bb3,52.69,0.0,True,True,False
cokPKWIL_ply_41,cokPKWIL,41,21,black,1742,hamidzafarkhan,troutranger,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_41.png,4,e6f5,exf5,True,33.0,0.6862,1,a6a5,a5,33.0,0.0031,12,e6f5,exf5,33.0,0.0,False,True,False
cokPKWIL_ply_42,cokPKWIL,42,22,white,1749,hamidzafarkhan,troutranger,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_42.png,4,e3f4,Bf4,True,33.0,0.0046,12,e3c5,Bxc5,43.08,0.483,1,e3c5,Bxc5,43.08,-10.08,False,False,False
cokPKWIL_ply_43,cokPKWIL,43,22,black,1742,hamidzafarkhan,troutranger,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_43.png,3,d7d5,d5,True,33.0,0.0595,4,d7d5,d5,33.0,0.0595,4,d7d5,d5,33.0,0.0,True,True,False
cokPKWIL_ply_44,cokPKWIL,44,23,white,1749,hamidzafarkhan,troutranger,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_44.png,4,a2a3,a3,True,47.39,0.1002,2,d1g1,Rg1,66.79,0.0071,10,d1g1,Rg1,66.79,-19.4,False,False,False
cokPKWIL_ply_45,cokPKWIL,45,23,black,1742,hamidzafarkhan,troutranger,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_45.png,3,c5c4,c4,True,33.0,0.3591,1,c5c4,c4,33.0,0.3591,1,c5c4,c4,33.0,0.0,True,True,False
cokPKWIL_ply_46,cokPKWIL,46,24,white,1749,hamidzafarkhan,troutranger,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_46.png,4,d3c4,dxc4,True,82.63,0.5795,1,b3a2,Ba2,54.1,0.2577,2,d3c4,dxc4,82.63,28.53,False,True,True
cokPKWIL_ply_47,cokPKWIL,47,24,black,1742,hamidzafarkhan,troutranger,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_47.png,1,d5c4,dxc4,True,33.0,0.856,1,d5c4,dxc4,33.0,0.856,1,d5c4,dxc4,33.0,0.0,True,True,False
cokPKWIL_ply_48,cokPKWIL,48,25,white,1749,hamidzafarkhan,troutranger,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_48.png,3,b3a2,Ba2,True,48.07,0.792,1,b3a2,Ba2,48.07,0.792,1,d1e1,Re1+,54.92,0.0,True,False,False
cokPKWIL_ply_49,cokPKWIL,49,25,black,1742,hamidzafarkhan,troutranger,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_49.png,3,g8f6,Nf6,True,33.0,0.2389,3,a8d8,Rd8+,33.0,0.3344,1,g8f6,Nf6,33.0,0.0,False,True,False
cokPKWIL_ply_50,cokPKWIL,50,26,white,1749,hamidzafarkhan,troutranger,10,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_50.png,3,d1e1,Re1+,True,69.89,0.4445,1,d1e1,Re1+,69.89,0.4445,1,d1e1,Re1+,69.89,0.0,True,True,False
cokPKWIL_ply_51,cokPKWIL,51,26,black,1742,hamidzafarkhan,troutranger,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_51.png,1,e8f7,Kf7,True,33.0,0.7793,1,e8f7,Kf7,33.0,0.7793,1,e8f7,Kf7,33.0,0.0,True,True,False
cokPKWIL_ply_52,cokPKWIL,52,27,white,1749,hamidzafarkhan,troutranger,33,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_52.png,4,h3e3,Rhe3,True,33.0,0.1177,3,b2b3,b3,40.31,0.2727,1,b2b3,b3,40.31,-7.31,False,False,False
cokPKWIL_ply_53,cokPKWIL,53,27,black,1742,hamidzafarkhan,troutranger,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_53.png,3,h8e8,Rhe8,True,33.0,0.3209,1,a8d8,Rad8+,53.39,0.2336,2,a8d8,Rad8+,53.39,-20.39,False,False,False
cokPKWIL_ply_54,cokPKWIL,54,28,white,1749,hamidzafarkhan,troutranger,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_54.png,3,e3e8,Rxe8,True,71.3,0.204,2,e3e8,Rxe8,71.3,0.204,2,e3e8,Rxe8,71.3,0.0,True,True,False
cokPKWIL_ply_55,cokPKWIL,55,28,black,1742,hamidzafarkhan,troutranger,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_55.png,2,a8e8,Rxe8,True,34.94,0.8823,1,a8e8,Rxe8,34.94,0.8823,1,a8e8,Rxe8,34.94,0.0,True,True,False
cokPKWIL_ply_56,cokPKWIL,56,29,white,1749,hamidzafarkhan,troutranger,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_56.png,2,e1e8,Rxe8,True,63.19,0.6219,1,e1e8,Rxe8,63.19,0.6219,1,e1e8,Rxe8,63.19,0.0,True,True,False
cokPKWIL_ply_57,cokPKWIL,57,29,black,1742,hamidzafarkhan,troutranger,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/cokPKWIL_ply_57.png,2,f6e8,Nxe8,True,33.0,0.4677,2,f7e8,Kxe8,33.0,0.53,1,f6e8,Nxe8,33.0,0.0,False,True,False
eFTG0E89_ply_18,eFTG0E89,18,10,white,1153,RandomKid1,twila,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_18.png,3,e1g1,O-O,True,33.0,0.3064,2,e1g1,O-O,33.0,0.3064,2,e1g1,O-O,33.0,0.0,True,True,False
eFTG0E89_ply_20,eFTG0E89,20,11,white,1153,RandomKid1,twila,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_20.png,3,d1f3,Qf3,True,33.0,0.334,2,g1h1,Kh1,33.0,0.0098,11,d1f3,Qf3,33.0,0.0,False,True,False
eFTG0E89_ply_21,eFTG0E89,21,11,black,1226,RandomKid1,twila,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_21.png,4,c6e5,Ne5,True,33.0,0.0434,6,h8f8,Rf8,69.02,0.0109,9,e8c8,O-O-O,70.98,-36.02,False,False,False
eFTG0E89_ply_22,eFTG0E89,22,12,white,1153,RandomKid1,twila,50,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_22.png,4,f3g3,Qg3,True,33.0,0.2053,2,f3h5,Qh5,33.0,0.1311,4,f3g3,Qg3,33.0,0.0,False,True,False
eFTG0E89_ply_23,eFTG0E89,23,12,black,1226,RandomKid1,twila,36,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_23.png,3,e7f6,Bf6,True,33.0,0.1514,2,f7f6,f6,33.0,0.0304,9,e7c5,Bc5+,73.65,0.0,False,False,False
eFTG0E89_ply_24,eFTG0E89,24,13,white,1153,RandomKid1,twila,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_24.png,3,c3e2,Ne2,True,33.0,0.0422,4,d2d3,d3,33.0,0.4574,1,c3e2,Ne2,33.0,0.0,False,True,False
eFTG0E89_ply_25,eFTG0E89,25,13,black,1226,RandomKid1,twila,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_25.png,4,e8c8,O-O-O,True,37.02,0.5937,1,c7c5,c5,60.53,0.0051,14,c7c5,c5,60.53,-23.51,False,False,False
eFTG0E89_ply_26,eFTG0E89,26,14,white,1153,RandomKid1,twila,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_26.png,3,e2f4,Nf4,True,33.0,0.0991,3,d2d4,d4,52.04,0.4039,1,d2d4,d4,52.04,-19.04,False,False,False
eFTG0E89_ply_27,eFTG0E89,27,14,black,1226,RandomKid1,twila,32,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_27.png,4,e5g6,Ng6,True,33.0,0.1068,3,d7d4,Qd4+,42.79,0.2093,1,d7a4,Qa4,48.23,-9.79,False,False,False
eFTG0E89_ply_28,eFTG0E89,28,15,white,1153,RandomKid1,twila,29,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_28.png,3,c2c3,c3,True,33.0,0.0261,4,c2c3,c3,33.0,0.0261,4,c2c3,c3,33.0,0.0,True,True,False
eFTG0E89_ply_29,eFTG0E89,29,15,black,1226,RandomKid1,twila,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_29.png,3,g6f4,Nxf4,True,66.8,0.6303,1,d7c6,Qc6,48.35,0.0084,8,g6f4,Nxf4,66.8,18.45,False,True,True
eFTG0E89_ply_30,eFTG0E89,30,16,white,1153,RandomKid1,twila,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_30.png,2,f1f4,Rxf4,True,33.0,0.4121,2,g3f4,Qxf4,33.0,0.5676,1,f1f4,Rxf4,33.0,0.0,False,True,False
eFTG0E89_ply_39,eFTG0E89,39,20,black,1226,RandomKid1,twila,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_39.png,4,f8f2,Rf2,True,36.76,0.4053,1,f1f4,Qf4+,45.5,0.3326,2,f1e1,Qe1,49.5,-8.74,False,False,False
eFTG0E89_ply_40,eFTG0E89,40,21,white,1153,RandomKid1,twila,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_40.png,3,e5e6,Qxe6+,True,33.0,0.5316,1,e5e6,Qxe6+,33.0,0.5316,1,e5e6,Qxe6+,33.0,0.0,True,True,False
eFTG0E89_ply_41,eFTG0E89,41,21,black,1226,RandomKid1,twila,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_41.png,2,c8b8,Kb8,True,60.5,0.8851,1,d8d7,Rd7,53.88,0.1149,2,c8b8,Kb8,60.5,6.62,False,True,True
eFTG0E89_ply_42,eFTG0E89,42,22,white,1153,RandomKid1,twila,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_42.png,1,e6g4,Qg4,True,33.0,0.81,1,e6g4,Qg4,33.0,0.81,1,e6g4,Qg4,33.0,0.0,True,True,False
eFTG0E89_ply_43,eFTG0E89,43,22,black,1226,RandomKid1,twila,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_43.png,4,f2f4,Rf4,True,57.71,0.1032,3,h7h5,h5,50.38,0.0881,4,f2f4,Rf4,57.71,7.33,False,True,True
eFTG0E89_ply_44,eFTG0E89,44,23,white,1153,RandomKid1,twila,33,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_44.png,3,g4g7,Qxg7,True,33.0,0.567,1,g4g5,Qg5,33.0,0.1924,2,g4g7,Qxg7,33.0,0.0,False,True,False
eFTG0E89_ply_45,eFTG0E89,45,23,black,1226,RandomKid1,twila,36,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_45.png,4,d8f8,Rdf8,True,34.41,0.0427,5,f4e4,Rxe4,68.74,0.4247,1,f4e4,Rxe4,68.74,-34.33,False,False,False
eFTG0E89_ply_46,eFTG0E89,46,24,white,1153,RandomKid1,twila,32,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_46.png,3,d2d4,d4,True,34.19,0.2385,2,d2d4,d4,34.19,0.2385,2,d2d4,d4,34.19,0.0,True,True,False
eFTG0E89_ply_47,eFTG0E89,47,24,black,1226,RandomKid1,twila,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_47.png,3,b7b6,b6,True,33.0,0.0317,6,f4f7,R4f7,58.99,0.2185,2,f4f7,R4f7,58.99,-25.99,False,False,False
eFTG0E89_ply_48,eFTG0E89,48,25,white,1153,RandomKid1,twila,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/eFTG0E89_ply_48.png,1,c1f4,Bxf4,True,62.84,0.6929,1,c1f4,Bxf4,62.84,0.6929,1,c1f4,Bxf4,62.84,0.0,True,True,False
gDCCYaOt_ply_18,gDCCYaOt,18,10,white,1892,AmericanPharoah,jfz00,39,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_18.png,3,c1f4,Bf4,True,33.0,0.3628,1,h2h3,h3,33.0,0.0247,7,c1f4,Bf4,33.0,0.0,False,True,False
gDCCYaOt_ply_19,gDCCYaOt,19,10,black,1967,AmericanPharoah,jfz00,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_19.png,4,d6f5,Nf5,True,33.0,0.2553,2,a7a5,a5,33.0,0.0038,15,d6f5,Nf5,33.0,0.0,False,True,False
gDCCYaOt_ply_20,gDCCYaOt,20,11,white,1892,AmericanPharoah,jfz00,27,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_20.png,4,e5g4,Ng4,True,33.0,0.1406,2,a2a4,a4,33.0,0.002,20,e5g4,Ng4,33.0,0.0,False,True,False
gDCCYaOt_ply_21,gDCCYaOt,21,11,black,1967,AmericanPharoah,jfz00,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_21.png,3,f6d4,Bd4,True,33.0,0.0671,6,f6e7,Be7,33.0,0.0286,9,f6d4,Bd4,33.0,0.0,False,True,False
gDCCYaOt_ply_22,gDCCYaOt,22,12,white,1892,AmericanPharoah,jfz00,46,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_22.png,4,g4e3,Ne3,True,33.0,0.1518,1,a2a4,a4,33.0,0.0015,18,g4e3,Ne3,33.0,0.0,False,True,False
gDCCYaOt_ply_23,gDCCYaOt,23,12,black,1967,AmericanPharoah,jfz00,10,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_23.png,4,d8h4,Qh4,True,33.0,0.0689,3,f5h4,Nh4,43.77,0.0584,4,f5h4,Nh4,43.77,-10.77,False,False,False
gDCCYaOt_ply_24,gDCCYaOt,24,13,white,1892,AmericanPharoah,jfz00,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_24.png,4,e3f5,Nxf5,True,33.0,0.2112,3,f4c7,Bxc7,32.14,0.0796,5,d1f3,Qf3,33.09,0.86,False,False,True
gDCCYaOt_ply_25,gDCCYaOt,25,13,black,1967,AmericanPharoah,jfz00,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_25.png,2,h4f2,Qxf2+,True,33.0,0.5709,1,d4f2,Bxf2+,45.02,0.1164,3,d4f2,Bxf2+,45.02,-12.02,False,False,False
gDCCYaOt_ply_27,gDCCYaOt,27,14,black,1967,AmericanPharoah,jfz00,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_27.png,1,f2f4,Qxf4,True,48.65,0.5159,1,f2f4,Qxf4,48.65,0.5159,1,f2f4,Qxf4,48.65,0.0,True,True,False
gDCCYaOt_ply_30,gDCCYaOt,30,16,white,1892,AmericanPharoah,jfz00,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_30.png,3,e1e4,Re4,True,33.0,0.5916,1,e1e4,Re4,33.0,0.5916,1,e1e4,Re4,33.0,0.0,True,True,False
gDCCYaOt_ply_31,gDCCYaOt,31,16,black,1967,AmericanPharoah,jfz00,32,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_31.png,4,d4c5,Qc5,True,33.0,0.0226,6,d4d6,Qd6,36.69,0.1558,3,d4d6,Qd6,36.69,-3.69,False,False,False
gDCCYaOt_ply_32,gDCCYaOt,32,17,white,1892,AmericanPharoah,jfz00,54,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_32.png,4,d1e2,Qe2,True,33.0,0.1693,2,d1g1,Qg1,33.0,0.0015,18,d1e2,Qe2,33.0,0.0,False,True,False
gDCCYaOt_ply_33,gDCCYaOt,33,17,black,1967,AmericanPharoah,jfz00,28,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_33.png,4,c8f5,Bf5,True,56.12,0.4482,2,c8d7,Bd7,70.14,0.0378,3,c8d7,Bd7,70.14,-14.02,False,False,False
gDCCYaOt_ply_34,gDCCYaOt,34,18,white,1892,AmericanPharoah,jfz00,35,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_34.png,2,e4c4,Rc4,True,52.0,0.1118,3,e4e5,Re5,53.0,0.4806,1,e4e5,Re5,53.0,-1.0,False,False,False
gDCCYaOt_ply_35,gDCCYaOt,35,18,black,1967,AmericanPharoah,jfz00,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_35.png,3,c5b6,Qb6,True,57.24,0.4067,2,c5d6,Qd6,74.25,0.4953,1,c5d6,Qd6,74.25,-17.01,False,False,False
gDCCYaOt_ply_36,gDCCYaOt,36,19,white,1892,AmericanPharoah,jfz00,34,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_36.png,4,e2f3,Qf3,True,33.0,0.0115,9,c3a4,Na4,33.44,0.1722,2,c3a4,Na4,33.44,-0.44,False,False,False
gDCCYaOt_ply_37,gDCCYaOt,37,19,black,1967,AmericanPharoah,jfz00,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_37.png,3,f5e6,Be6,True,42.48,0.2138,3,f5e6,Be6,42.48,0.2138,3,f5e6,Be6,42.48,0.0,True,True,False
gDCCYaOt_ply_38,gDCCYaOt,38,20,white,1892,AmericanPharoah,jfz00,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_38.png,3,c4e4,Re4,True,33.0,0.1567,3,c3a4,Na4,35.32,0.0657,4,c3a4,Na4,35.32,-2.32,False,False,False
gDCCYaOt_ply_40,gDCCYaOt,40,21,white,1892,AmericanPharoah,jfz00,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_40.png,4,a1f1,Rf1,True,33.0,0.386,1,a1e1,Rae1,33.0,0.216,2,a1b1,Rb1,47.26,0.0,False,False,False
gDCCYaOt_ply_42,gDCCYaOt,42,22,white,1892,AmericanPharoah,jfz00,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_42.png,3,e4h4,Rh4,True,33.0,0.3805,1,f3h5,Qh5,33.0,0.0581,4,e4h4,Rh4,33.0,0.0,False,True,False
gDCCYaOt_ply_43,gDCCYaOt,43,22,black,1967,AmericanPharoah,jfz00,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_43.png,4,e6d5,Bd5,True,55.09,0.2244,2,f7f5,f5,57.41,0.0069,11,c3c2,Qxc2,73.55,-2.32,False,False,False
gDCCYaOt_ply_44,gDCCYaOt,44,23,white,1892,AmericanPharoah,jfz00,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_44.png,4,f3h5,Qh5,True,33.0,0.4363,1,f3h3,Qh3,33.0,0.2121,2,f3h5,Qh5,33.0,0.0,False,True,False
gDCCYaOt_ply_46,gDCCYaOt,46,24,white,1892,AmericanPharoah,jfz00,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_46.png,3,h4g4,Rg4,True,33.0,0.6337,1,h5f5,Qf5,33.0,0.0227,5,h4g4,Rg4,33.0,0.0,False,True,False
gDCCYaOt_ply_47,gDCCYaOt,47,24,black,1967,AmericanPharoah,jfz00,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_47.png,4,g8h7,Kh7,True,74.14,0.3927,1,a8e8,Rae8,60.36,0.0607,6,g8h7,Kh7,74.14,13.78,False,True,True
gDCCYaOt_ply_48,gDCCYaOt,48,25,white,1892,AmericanPharoah,jfz00,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_48.png,4,h5f5,Qf5+,True,33.0,0.932,1,h2h4,h4,33.0,0.007,6,h5f5,Qf5+,33.0,0.0,False,True,False
gDCCYaOt_ply_49,gDCCYaOt,49,25,black,1967,AmericanPharoah,jfz00,43,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_49.png,3,g7g6,g6,True,56.62,0.6088,1,h7h8,Kh8,87.19,0.2815,2,h7h8,Kh8,87.19,-30.57,False,False,False
gDCCYaOt_ply_50,gDCCYaOt,50,26,white,1892,AmericanPharoah,jfz00,41,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_50.png,3,f5f4,Qf4,True,33.0,0.3418,1,f5f4,Qf4,33.0,0.3418,1,f5f4,Qf4,33.0,0.0,True,True,False
gDCCYaOt_ply_51,gDCCYaOt,51,26,black,1967,AmericanPharoah,jfz00,42,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/gDCCYaOt_ply_51.png,3,f7f5,f5,True,47.78,0.0451,5,f7f5,f5,47.78,0.0451,5,a8e8,Rae8,60.49,0.0,True,False,False
