position_id,game_id,ply_index,fullmove_number,side_to_move,player_elo,white,black,complexity_score,image_path,candidate_count,actual_move_uci,actual_move_san,actual_candidate_available,actual_realizability_score_v0,actual_maia_probability,actual_maia_rank,engine_best_uci,engine_best_san,engine_best_realizability_score_v0,engine_best_maia_probability,engine_best_maia_rank,top_realizability_uci,top_realizability_san,top_realizability_score_v0,actual_minus_engine_best_realizability,actual_matches_engine_best,actual_matches_top_realizability,actual_beats_engine_best
84Cd8SoV_ply_29,84Cd8SoV,29,15,black,1712,Leander_A,SantaBarbaraCuba,33,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_29.png,3,e7c6,N7c6,True,33.0,0.1095,4,e7f5,Nf5,38.78,0.4266,1,d7g4,Qg4+,69.82,-5.78,False,False,False
84Cd8SoV_ply_30,84Cd8SoV,30,16,white,1756,Leander_A,SantaBarbaraCuba,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_30.png,3,c3d5,Nd5,True,33.0,0.2074,2,c3d5,Nd5,33.0,0.2074,2,c3d5,Nd5,33.0,0.0,True,True,False
84Cd8SoV_ply_31,84Cd8SoV,31,16,black,1712,Leander_A,SantaBarbaraCuba,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_31.png,3,e8c8,O-O-O,True,79.25,0.8588,1,e8c8,O-O-O,79.25,0.8588,1,e8c8,O-O-O,79.25,0.0,True,True,False
84Cd8SoV_ply_32,84Cd8SoV,32,17,white,1756,Leander_A,SantaBarbaraCuba,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_32.png,3,d5e7,Ne7+,True,46.26,0.0944,4,d5e7,Ne7+,46.26,0.0944,4,d5e7,Ne7+,46.26,0.0,True,True,False
84Cd8SoV_ply_33,84Cd8SoV,33,17,black,1712,Leander_A,SantaBarbaraCuba,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_33.png,2,c6e7,Nxe7,True,68.76,0.8549,1,c6e7,Nxe7,68.76,0.8549,1,c6e7,Nxe7,68.76,0.0,True,True,False
84Cd8SoV_ply_34,84Cd8SoV,34,18,white,1756,Leander_A,SantaBarbaraCuba,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_34.png,1,f6e7,fxe7,True,33.0,0.6954,1,f6e7,fxe7,33.0,0.6954,1,f6e7,fxe7,33.0,0.0,True,True,False
84Cd8SoV_ply_35,84Cd8SoV,35,18,black,1712,Leander_A,SantaBarbaraCuba,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_35.png,3,d7e7,Qxe7,True,60.81,0.7991,1,d8e8,Rde8,66.85,0.1377,2,d8e8,Rde8,66.85,-6.04,False,False,False
84Cd8SoV_ply_36,84Cd8SoV,36,19,white,1756,Leander_A,SantaBarbaraCuba,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_36.png,4,e3a7,Qa7,True,33.0,0.5541,1,f1f7,Rxf7,33.0,0.0085,10,e3a7,Qa7,33.0,0.0,False,True,False
84Cd8SoV_ply_37,84Cd8SoV,37,19,black,1712,Leander_A,SantaBarbaraCuba,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_37.png,4,b7b5,b5,True,33.0,0.0003,23,e5f3,Nf3+,45.5,0.0951,4,e7g5,Qg5+,64.64,-12.5,False,False,False
84Cd8SoV_ply_38,84Cd8SoV,38,20,white,1756,Leander_A,SantaBarbaraCuba,10,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_38.png,2,a7a6,Qxa6+,True,33.0,0.3079,2,a7a6,Qxa6+,33.0,0.3079,2,a7a6,Qxa6+,33.0,0.0,True,True,False
84Cd8SoV_ply_40,84Cd8SoV,40,21,white,1756,Leander_A,SantaBarbaraCuba,21,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_40.png,3,a6b5,Qxb5+,True,39.41,0.291,2,a6b5,Qxb5+,39.41,0.291,2,c4b5,Bxb5+,46.58,0.0,True,False,False
84Cd8SoV_ply_41,84Cd8SoV,41,21,black,1712,Leander_A,SantaBarbaraCuba,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_41.png,2,c7c6,c6,True,79.76,0.2208,3,c7c6,c6,79.76,0.2208,3,c7c6,c6,79.76,0.0,True,True,False
84Cd8SoV_ply_43,84Cd8SoV,43,22,black,1712,Leander_A,SantaBarbaraCuba,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_43.png,1,d7e8,Ke8,True,70.79,1.0,1,d7e8,Ke8,70.79,1.0,1,d7e8,Ke8,70.79,0.0,True,True,False
84Cd8SoV_ply_44,84Cd8SoV,44,23,white,1756,Leander_A,SantaBarbaraCuba,29,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_44.png,3,c4f7,Bxf7+,True,47.73,0.0706,5,c4f7,Bxf7+,47.73,0.0706,5,c4f7,Bxf7+,47.73,0.0,True,True,False
84Cd8SoV_ply_46,84Cd8SoV,46,24,white,1756,Leander_A,SantaBarbaraCuba,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_46.png,3,b7c6,Qxc6+,True,33.0,0.7059,1,b7c6,Qxc6+,33.0,0.7059,1,a1e1,Rae1,47.5,0.0,True,False,False
84Cd8SoV_ply_47,84Cd8SoV,47,24,black,1712,Leander_A,SantaBarbaraCuba,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_47.png,3,d8d7,Rd7,True,56.64,0.0903,3,e8f8,Kf8,79.21,0.4873,1,e8f8,Kf8,79.21,-22.57,False,False,False
84Cd8SoV_ply_48,84Cd8SoV,48,25,white,1756,Leander_A,SantaBarbaraCuba,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_48.png,4,c6c8,Qc8+,True,33.0,0.0758,3,a1e1,Rae1,35.0,0.7239,1,a1e1,Rae1,35.0,-2.0,False,False,False
84Cd8SoV_ply_49,84Cd8SoV,49,25,black,1712,Leander_A,SantaBarbaraCuba,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_49.png,3,f7d8,Nd8,True,52.18,0.5077,1,e7d8,Qd8,53.92,0.1128,3,d7d8,Rd8,58.91,-1.74,False,False,False
84Cd8SoV_ply_54,84Cd8SoV,54,28,white,1756,Leander_A,SantaBarbaraCuba,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_54.png,4,f1e1,Re1,True,68.58,0.8205,1,f1f4,Rf4,52.88,0.016,3,f1e1,Re1,68.58,15.7,False,True,True
84Cd8SoV_ply_56,84Cd8SoV,56,29,white,1756,Leander_A,SantaBarbaraCuba,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_56.png,4,c2c4,c4,True,33.0,0.0116,12,c8b8,Qb8,56.43,0.0073,14,c8b8,Qb8,56.43,-23.43,False,False,False
84Cd8SoV_ply_57,84Cd8SoV,57,29,black,1712,Leander_A,SantaBarbaraCuba,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/84Cd8SoV_ply_57.png,3,e2d3,Bxd3,True,69.63,0.1771,3,h8f8,Rf8,33.0,0.4471,1,e2d3,Bxd3,69.63,36.63,False,True,True
8aqmu3Cg_ply_18,8aqmu3Cg,18,10,white,2073,RamoTX,Aaron2007cc,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_18.png,2,b4b5,b5,True,58.8,0.2395,2,c4d5,Bxd5,70.97,0.0046,9,c4d5,Bxd5,70.97,-12.17,False,False,False
8aqmu3Cg_ply_21,8aqmu3Cg,21,11,black,2074,RamoTX,Aaron2007cc,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_21.png,4,d8d6,Qd6,True,33.0,0.2256,2,c7c6,c6,33.0,0.0734,3,d8d6,Qd6,33.0,0.0,False,True,False
8aqmu3Cg_ply_22,8aqmu3Cg,22,12,white,2073,RamoTX,Aaron2007cc,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_22.png,4,e5f3,Nf3,True,33.0,0.0704,2,d3d4,d4,59.73,0.8139,1,d3d4,d4,59.73,-26.73,False,False,False
8aqmu3Cg_ply_23,8aqmu3Cg,23,12,black,2074,RamoTX,Aaron2007cc,53,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_23.png,3,d6g6,Qg6,True,33.0,0.1777,2,c7c6,c6,33.0,0.1389,3,d6g6,Qg6,33.0,0.0,False,True,False
8aqmu3Cg_ply_24,8aqmu3Cg,24,13,white,2073,RamoTX,Aaron2007cc,41,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_24.png,4,d3d4,d4,True,50.49,0.0315,5,f3e5,Ne5,66.77,0.211,3,f3e5,Ne5,66.77,-16.28,False,False,False
8aqmu3Cg_ply_25,8aqmu3Cg,25,13,black,2074,RamoTX,Aaron2007cc,10,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_25.png,1,c8h3,Bxh3,True,69.3,0.898,1,c8h3,Bxh3,69.3,0.898,1,c8h3,Bxh3,69.3,0.0,True,True,False
8aqmu3Cg_ply_26,8aqmu3Cg,26,14,white,2073,RamoTX,Aaron2007cc,27,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_26.png,1,f3h4,Nh4,True,45.87,0.7736,1,f3h4,Nh4,45.87,0.7736,1,f3h4,Nh4,45.87,0.0,True,True,False
8aqmu3Cg_ply_27,8aqmu3Cg,27,14,black,2074,RamoTX,Aaron2007cc,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_27.png,3,g6e4,Qe4,True,29.43,0.2179,2,g6f6,Qf6,51.87,0.1263,3,g6f6,Qf6,51.87,-22.44,False,False,False
8aqmu3Cg_ply_28,8aqmu3Cg,28,15,white,2073,RamoTX,Aaron2007cc,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_28.png,4,g2h3,gxh3,True,44.5,0.4394,1,d1d3,Qd3,41.83,0.0072,11,d1f3,Qf3,50.7,2.67,False,False,True
8aqmu3Cg_ply_30,8aqmu3Cg,30,16,white,2073,RamoTX,Aaron2007cc,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_30.png,3,d1f3,Qf3,True,33.0,0.5857,1,d1f3,Qf3,33.0,0.5857,1,d1g4,Qg4,58.77,0.0,True,False,False
8aqmu3Cg_ply_31,8aqmu3Cg,31,16,black,2074,RamoTX,Aaron2007cc,27,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_31.png,3,a8d8,Rad8,True,44.95,0.3075,2,a8d8,Rad8,44.95,0.3075,2,c7c6,c6,45.9,0.0,True,False,False
8aqmu3Cg_ply_32,8aqmu3Cg,32,17,white,2073,RamoTX,Aaron2007cc,34,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_32.png,4,b1a3,Na3,True,33.0,0.0165,14,f1e1,Re1,33.0,0.0685,5,b1a3,Na3,33.0,0.0,False,True,False
8aqmu3Cg_ply_33,8aqmu3Cg,33,17,black,2074,RamoTX,Aaron2007cc,17,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_33.png,4,b6a5,Ba5,True,33.0,0.0448,6,d5c3,Nxc3,47.26,0.0162,10,d5c3,Nxc3,47.26,-14.26,False,False,False
8aqmu3Cg_ply_34,8aqmu3Cg,34,18,white,2073,RamoTX,Aaron2007cc,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_34.png,3,c1d2,Bd2,True,33.0,0.4993,1,c1d2,Bd2,33.0,0.4993,1,c4d5,Bxd5,57.76,0.0,True,False,False
8aqmu3Cg_ply_35,8aqmu3Cg,35,18,black,2074,RamoTX,Aaron2007cc,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_35.png,3,c7c6,c6,True,37.04,0.1788,2,c7c6,c6,37.04,0.1788,2,d8d6,Rd6,66.59,0.0,True,False,False
8aqmu3Cg_ply_36,8aqmu3Cg,36,19,white,2073,RamoTX,Aaron2007cc,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_36.png,4,a3c2,Nc2,True,33.0,0.0921,4,b5c6,bxc6,50.31,0.3477,1,b5c6,bxc6,50.31,-17.31,False,False,False
8aqmu3Cg_ply_37,8aqmu3Cg,37,19,black,2074,RamoTX,Aaron2007cc,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_37.png,3,e7g6,Ng6,True,33.0,0.1674,3,d8d6,Rd6,50.38,0.2886,2,d8d6,Rd6,50.38,-17.38,False,False,False
8aqmu3Cg_ply_39,8aqmu3Cg,39,20,black,2074,RamoTX,Aaron2007cc,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_39.png,3,b7c6,bxc6,True,45.89,0.9648,1,d5f4,Ndf4,40.8,0.0164,2,b7c6,bxc6,45.89,5.09,False,True,True
8aqmu3Cg_ply_40,8aqmu3Cg,40,21,white,2073,RamoTX,Aaron2007cc,30,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_40.png,4,c4d5,Bxd5,True,70.7,0.0831,4,a1e1,Rae1,33.0,0.0499,7,c4d5,Bxd5,70.7,37.7,False,True,True
8aqmu3Cg_ply_41,8aqmu3Cg,41,21,black,2074,RamoTX,Aaron2007cc,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_41.png,2,c6d5,cxd5,True,33.0,0.38,2,d8d5,Rxd5,59.25,0.6191,1,d8d5,Rxd5,59.25,-26.25,False,False,False
8aqmu3Cg_ply_42,8aqmu3Cg,42,22,white,2073,RamoTX,Aaron2007cc,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_42.png,3,c2e3,Ne3,True,33.0,0.5322,1,f3g4,Qg4,33.0,0.0183,8,c2e3,Ne3,33.0,0.0,False,True,False
8aqmu3Cg_ply_43,8aqmu3Cg,43,22,black,2074,RamoTX,Aaron2007cc,43,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_43.png,4,a5c7,Bc7,True,33.0,0.1482,2,g6f4,Nf4,41.68,0.3974,1,h4g5,Qg5+,54.42,-8.68,False,False,False
8aqmu3Cg_ply_44,8aqmu3Cg,44,23,white,2073,RamoTX,Aaron2007cc,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_44.png,1,e3f5,Nf5,True,53.59,0.3388,2,e3f5,Nf5,53.59,0.3388,2,e3f5,Nf5,53.59,0.0,True,True,False
8aqmu3Cg_ply_45,8aqmu3Cg,45,23,black,2074,RamoTX,Aaron2007cc,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_45.png,2,h4f6,Qf6,True,38.52,0.7631,1,h4e4,Qe4,44.85,0.2082,2,h4e4,Qe4,44.85,-6.33,False,False,False
8aqmu3Cg_ply_46,8aqmu3Cg,46,24,white,2073,RamoTX,Aaron2007cc,30,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_46.png,1,f5h6,Nxh6+,True,50.67,0.0699,6,f5h6,Nxh6+,50.67,0.0699,6,f5h6,Nxh6+,50.67,0.0,True,True,False
8aqmu3Cg_ply_50,8aqmu3Cg,50,26,white,2073,RamoTX,Aaron2007cc,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_50.png,4,h6g4,Ng4,True,33.0,0.5242,1,h6f5,Nf5,45.52,0.2478,2,f2f4,f4,49.71,-12.52,False,False,False
8aqmu3Cg_ply_51,8aqmu3Cg,51,26,black,2074,RamoTX,Aaron2007cc,36,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_51.png,3,g6h4,Nh4,True,33.0,0.0223,7,f6f5,f5,33.0,0.158,2,g6h4,Nh4,33.0,0.0,False,True,False
8aqmu3Cg_ply_52,8aqmu3Cg,52,27,white,2073,RamoTX,Aaron2007cc,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_52.png,4,g4e3,Ne3,True,33.0,0.0023,12,g1h1,Kh1,54.75,0.0912,3,g1h1,Kh1,54.75,-21.75,False,False,False
8aqmu3Cg_ply_53,8aqmu3Cg,53,27,black,2074,RamoTX,Aaron2007cc,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_53.png,1,h4f3,Nf3+,True,49.26,0.4905,1,h4f3,Nf3+,49.26,0.4905,1,h4f3,Nf3+,49.26,0.0,True,True,False
8aqmu3Cg_ply_56,8aqmu3Cg,56,29,white,2073,RamoTX,Aaron2007cc,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_56.png,4,e3f5,Nf5,True,33.0,0.0064,5,f1g1,Rg1,33.0,0.5653,1,e3f5,Nf5,33.0,0.0,False,True,False
8aqmu3Cg_ply_58,8aqmu3Cg,58,30,white,2073,RamoTX,Aaron2007cc,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_58.png,2,a1f1,Rxf1,True,33.0,0.9946,1,a1f1,Rxf1,33.0,0.9946,1,a1f1,Rxf1,33.0,0.0,True,True,False
8aqmu3Cg_ply_59,8aqmu3Cg,59,30,black,2074,RamoTX,Aaron2007cc,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8aqmu3Cg_ply_59.png,3,f8g8,Rg8,True,64.18,0.522,1,f8g8,Rg8,64.18,0.522,1,f8g8,Rg8,64.18,0.0,True,True,False
8wxAmtWt_ply_18,8wxAmtWt,18,10,white,1954,Fifth_DawG,MrMisheckNdeNde,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_18.png,3,f4e5,fxe5,True,61.67,0.7766,1,f4e5,fxe5,61.67,0.7766,1,f4e5,fxe5,61.67,0.0,True,True,False
8wxAmtWt_ply_19,8wxAmtWt,19,10,black,1977,Fifth_DawG,MrMisheckNdeNde,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_19.png,1,c6e5,Nxe5,True,81.1,0.936,1,c6e5,Nxe5,81.1,0.936,1,c6e5,Nxe5,81.1,0.0,True,True,False
8wxAmtWt_ply_20,8wxAmtWt,20,11,white,1954,Fifth_DawG,MrMisheckNdeNde,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_20.png,3,c4b3,Bb3,True,33.0,0.2917,2,c4d3,Bd3+,44.07,0.3094,1,c4d3,Bd3+,44.07,-11.07,False,False,False
8wxAmtWt_ply_21,8wxAmtWt,21,11,black,1977,Fifth_DawG,MrMisheckNdeNde,42,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_21.png,3,f8c5,Bc5,True,68.42,0.3534,1,f8c5,Bc5,68.42,0.3534,1,c8g4,Bg4,72.84,0.0,True,False,False
8wxAmtWt_ply_22,8wxAmtWt,22,12,white,1954,Fifth_DawG,MrMisheckNdeNde,21,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_22.png,3,c1f4,Bf4,True,33.0,0.1451,2,c1f4,Bf4,33.0,0.1451,2,c1f4,Bf4,33.0,0.0,True,True,False
8wxAmtWt_ply_23,8wxAmtWt,23,12,black,1977,Fifth_DawG,MrMisheckNdeNde,21,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_23.png,4,c8g4,Bg4,True,50.18,0.0701,5,h8e8,Re8,63.22,0.2678,1,d4d3,d3+,66.03,-13.04,False,False,False
8wxAmtWt_ply_24,8wxAmtWt,24,13,white,1954,Fifth_DawG,MrMisheckNdeNde,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_24.png,2,d1e1,Qe1,True,33.0,0.4462,1,d1e1,Qe1,33.0,0.4462,1,d1e1,Qe1,33.0,0.0,True,True,False
8wxAmtWt_ply_25,8wxAmtWt,25,13,black,1977,Fifth_DawG,MrMisheckNdeNde,12,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_25.png,3,e5c6,Nc6,True,48.49,0.1334,2,h8e8,Re8,59.85,0.5148,1,d4d3,d3+,62.04,-11.36,False,False,False
8wxAmtWt_ply_26,8wxAmtWt,26,14,white,1954,Fifth_DawG,MrMisheckNdeNde,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_26.png,4,e1g3,Qg3,True,33.0,0.4041,1,b3c4,Bc4,33.0,0.0055,9,e1g3,Qg3,33.0,0.0,False,True,False
8wxAmtWt_ply_27,8wxAmtWt,27,14,black,1977,Fifth_DawG,MrMisheckNdeNde,28,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_27.png,3,g6h7,Kh7,True,54.33,0.3242,1,g6h7,Kh7,54.33,0.3242,1,d4d3,d3+,63.55,0.0,True,False,False
8wxAmtWt_ply_28,8wxAmtWt,28,15,white,1954,Fifth_DawG,MrMisheckNdeNde,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_28.png,4,h2h3,h3,True,33.0,0.0843,4,g3d3,Qd3+,36.83,0.0935,3,g3d3,Qd3+,36.83,-3.83,False,False,False
8wxAmtWt_ply_29,8wxAmtWt,29,15,black,1977,Fifth_DawG,MrMisheckNdeNde,41,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/8wxAmtWt_ply_29.png,3,g4h5,Bh5,True,56.5,0.3775,1,g4h5,Bh5,56.5,0.3775,1,g4e2,Be2,76.03,0.0,True,False,False
